N,residue_reinscription_rate,admissibility_window_width,topology_density,mean_tri_mechanism_agreement,mean_graph_ca_agreement
1024,0.0,0.1,low,0.7376634652226752,0.825525973237048
1024,0.0,0.1,medium,0.7505650921035305,0.8354892537043365
1024,0.0,0.1,high,0.7382453766276726,0.8181980195956265
1024,0.0,0.2,low,0.7319388906799342,0.8199976775431173
1024,0.0,0.2,medium,0.7442794690787761,0.8195210446437659
1024,0.0,0.2,high,0.732976140218486,0.8151662594676983
1024,0.01,0.01,low,0.7411964328653085,0.8230266243907356
1024,0.01,0.01,medium,0.7475140146509681,0.8244386048382683
1024,0.01,0.01,high,0.7388215697963147,0.8211649489677463
1024,0.01,0.025,low,0.7489073389394091,0.8194922374996128
1024,0.01,0.025,medium,0.7469466902493508,0.8195400053333329
1024,0.01,0.025,high,0.7392727881439612,0.8209680136844032
1024,0.01,0.05,low,0.7397552224602911,0.822084002809414
1024,0.01,0.05,medium,0.7473661700815342,0.825211650758506
1024,0.01,0.05,high,0.7445322089890506,0.8217127908670975
1024,0.01,0.1,low,0.7466974875611759,0.8247271307017896
1024,0.01,0.1,medium,0.7327661582423437,0.815373487879792
1024,0.01,0.1,high,0.7640493664811687,0.8385543888978073
1024,0.01,0.2,low,0.7368216831324698,0.8180533537486624
1024,0.01,0.2,medium,0.7524011343336735,0.8298344948191506
1024,0.01,0.2,high,0.7428955266800668,0.8283716628601094
1024,0.05,0.01,low,0.7476714454331752,0.8267414584808842
1024,0.05,0.01,medium,0.7420822293276464,0.8206388275888852
1024,0.05,0.01,high,0.7548495773457222,0.8360179745598805
1024,0.05,0.025,low,0.7377455588741669,0.821665145368458
1024,0.05,0.025,medium,0.7435970463467512,0.8274615909599361
1024,0.05,0.025,high,0.7552885769789847,0.8354604899642771
1024,0.05,0.05,low,0.7459767001884658,0.8291805496456991
1024,0.05,0.05,medium,0.7501999042297464,0.8326340301986108
1024,0.05,0.05,high,0.7504644236583217,0.8235450781715621
1024,0.05,0.1,low,0.7466301225033074,0.8296935340866126
1024,0.05,0.1,medium,0.7344092477261082,0.8255448462447371
1024,0.05,0.1,high,0.7409809146027856,0.8274106873018405
1024,0.05,0.2,low,0.7521667267428579,0.8312730548521386
1024,0.05,0.2,medium,0.7530364253575216,0.8290766893650798
1024,0.05,0.2,high,0.7500728334421888,0.834808685292101
1024,0.1,0.01,low,0.7515469743542724,0.8416567504695281
1024,0.1,0.01,medium,0.7461246607404439,0.8302153350639029
1024,0.1,0.01,high,0.7525248364200267,0.834575274026934
1024,0.1,0.025,low,0.7628880009419474,0.8491002500723931
1024,0.1,0.025,medium,0.769496530484156,0.8548666347735474
1024,0.1,0.025,high,0.7636989481928613,0.8470824832902479
1024,0.1,0.05,low,0.7509247253925234,0.8416764409027611
1024,0.1,0.05,medium,0.758981354060034,0.8509466395935272
1024,0.1,0.05,high,0.7579810298479788,0.8375703633970529
1024,0.1,0.1,low,0.764250449885359,0.8497667785743114
1024,0.1,0.1,medium,0.7505389467808106,0.8395764549005944
1024,0.1,0.1,high,0.7637539412004882,0.844824765645452
1024,0.1,0.2,low,0.7685285702897573,0.8470238687454621
1024,0.1,0.2,medium,0.7514982750554661,0.8359428135275576
1024,0.1,0.2,high,0.7592457483966144,0.8439147773681692
1024,0.25,0.01,low,0.7758987758732387,0.8634663531395426
1024,0.25,0.01,medium,0.7903482637480006,0.8733713524571104
1024,0.25,0.01,high,0.7855389124750183,0.8729216621221928
1024,0.25,0.025,low,0.7785129471723303,0.8734170118658506
1024,0.25,0.025,medium,0.7800676074153647,0.8680602390208645
1024,0.25,0.025,high,0.7819116561355387,0.8739637067799185
1024,0.25,0.05,low,0.7746605226973491,0.8657816182024026
1024,0.25,0.05,medium,0.791373547969527,0.8816167923951274
1024,0.25,0.05,high,0.7753960351028218,0.8642905888674633
1024,0.25,0.1,low,0.7744223240313072,0.8674364199901626
1024,0.25,0.1,medium,0.7844183692850238,0.8731899787885883
1024,0.25,0.1,high,0.7892281601115657,0.866662444626796
1024,0.25,0.2,low,0.7983380519182529,0.8811358972010517
1024,0.25,0.2,medium,0.7818823775690479,0.8734582862443391
1024,0.25,0.2,high,0.777629201103133,0.8647215317446637
1024,0.5,0.01,low,0.8295126693150012,0.9161683154410676
1024,0.5,0.01,medium,0.8417317535472062,0.9291358605859067
1024,0.5,0.01,high,0.8177699719328494,0.9078188747350795
1024,0.5,0.025,low,0.8171251685203501,0.9154303158015884
1024,0.5,0.025,medium,0.8163991787765442,0.91440942094124
1024,0.5,0.025,high,0.8330299337883897,0.9210789283648009
1024,0.5,0.05,low,0.8216183508403628,0.9173339356195751
1024,0.5,0.05,medium,0.8286434854051812,0.9134373796739315
1024,0.5,0.05,high,0.8263770843750798,0.9244400208260888
1024,0.5,0.1,low,0.8237127227936741,0.920318625693753
1024,0.5,0.1,medium,0.8318259245312077,0.9193924630406448
1024,0.5,0.1,high,0.8275817880248274,0.919806219172007
1024,0.5,0.2,low,0.8373574543358929,0.9222302612679043
1024,0.5,0.2,medium,0.8140397826935344,0.9140446902593079
1024,0.5,0.2,high,0.8218223993101946,0.9149132814016511
